biosample_document_no	biosample_no	document_no	is_current	date_created	created_by
67f49782-1ffd-4e16-9735-965a85f462e9	GM12878-XiMat	Myers:GM12878-XiMat_Myers_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d3cfb02a-7546-416a-b2e3-6c10c8fae35e	HOB_0091301	Gingeras:HOB0091301_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
417e5510-84de-48b4-a395-1bcc8d5d1eef	HSMMtube_FSHD	Crawford:HSMM_HSMMtube_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e0817ec9-cb23-4860-8d97-0392802f102b	SK-N-SH_RA	Stam:Stam_15_protocols.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5dab4d24-0904-4c5b-9331-47b8503cbccc	U87	Myers:U-87_Myers_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
edebb70b-3e25-45a4-af9b-7a21d6815991	Erythrobl	Hardison:Erythroblast__Hardison_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
139d6eff-ae8c-4ae5-8df2-9fb7a2ec9931	EpiSC-7	Gilbert:EpiSC-7_Gilbert_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
da78fcc6-7951-4600-9999-41a2ec2a95e7	HMVEC-dBl-Ad	Stam:HMVEC-dBl-Ad_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f8de538c-9f3a-4870-9372-533fa84995f4	EpiSC-5	Gilbert:EpiSC-5_Gilbert_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
29695ffe-7983-4d23-814a-d86fbea4d82a	Colo829	Crawford:Colo829_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
39186e9d-28e2-40e8-b06d-a256df0503d3	GM10266	Crawford:GM10266_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d103bdad-3277-4b42-9b63-876dfbe7fd99	ForelimbBud	Stam:ForelimbBuds_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
cd5b88d3-1731-45c5-80e2-a9129c13e554	ZhBTc4	Stam:ZhBTc4_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c1e11a93-9b27-41fc-9750-c7ca38474717	SAEC	Stam:SAEC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ad42048f-3d0a-4906-96cc-22229182ac8b	Monocytes-CD14+_RO01746	Stam:MonoCD14_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9ac80422-80b1-4f2e-a487-a1f764a1537e	Th2	Stam:AdultCD4naiveTcell_Crawford.v2_PlusStam.v1_SOP.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
aaf8e98b-2591-4e8d-b894-92fb7770755f	Th1	Stam:AdultCD4naiveTcell_Crawford.v2_PlusStam.v1_SOP.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
899ad420-c5cb-49bc-861d-9f0f53aaac3b	WERI-Rb-1	Stam:WERI-Rb-1_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0efb0313-9008-4b9b-be41-08fab75658ad	Placenta	Ren:Placenta_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d46b7914-fc93-45f2-8cd9-6f8acc22bc06	T98G	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9c093552-95ae-4a30-a4fb-5819c2c91da5	U2OS	Farnham:U2OS_Farnham_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
86b6a201-24e8-490b-a86d-0a6ba14f8882	hMNC-PB_0022330.9	Gingeras:hMNCPB0022330.9_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c65496c7-d2ec-4116-8094-70c8f5ed1c36	HRCEpiC	Stam:HRCEpiC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6f7e6a9b-9381-408d-9aa6-b3a8a6b4d666	HSMM_FSHD	Crawford:HSMM_HSMMtube_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
47cc3b02-6629-433e-b559-bd18b455487f	GM12813	Stam:GM12813_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2d2e37d2-5d17-45c0-b29c-a24841f64448	GM12812	Stam:GM12812_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c49a09aa-ac08-4438-b163-11553a61f231	416B	Stam:416B_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
36e5fef7-fcfe-41a0-b28c-362dde4cbb21	HIPEpiC	Stam:HIPEpiC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f42e03cd-1726-4233-b6f1-5d893959a300	GC_B_cell	Crawford:GCBcell_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
75e74551-de48-4cc1-b394-a78fe0519ccf	H9ES-EBD	Myers:BG02ES_and_H9ES_Myers_protocols.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
42619bf2-3df2-4640-a6c5-12de36352113	HEK293T	Crawford:HEK293T_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c5670560-449a-483d-a929-b857c8d37045	NHEK	ENCODE:Keratinocyte_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
dc20fca2-b78d-406c-85f9-13a0d631c2b1	GM18951	Snyder:GM-generalized_Snyder_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
574ca95f-5d33-4c62-9930-f1eda0ba772e	HAEpiC	Stam:HAEpiC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
56e0de60-5535-4f4f-be58-6c80d66f883e	GM12868	Stam:GM12868_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7c9a9e5f-17af-49a5-81eb-44a28890015b	M059J	Stam:M059J_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
219d80e7-043e-4f10-b84e-8cab1374c16e	GM12866	Stam:GM12866_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e5f84175-ee16-40c4-a902-d9c5619cb56f	HFL24W	Myers:HFL11W_and_HFL24W_Myers_protocols.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f01ed9b9-775e-4f0f-b24e-d2f7b6aa5116	GM12864	Stam:GM12864_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1bec699f-4d9c-4110-9684-f5191b9b34b2	GM12865	Stam:GM12865_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
da16dd8f-26d2-436c-a36d-78f4a8237220	HepG2	ENCODE:HepG2_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
51a7000b-3a8a-48cd-8426-1f1d022d95a7	Ovary	Gingeras:Ovary_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9dca8a11-1a95-430a-920a-685766d5039b	BC_Stomach_01-11002	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
79722cb1-169a-4abc-a0bc-fb7a5bf8f0ac	Endometrium_OC	Crawford:EndometriumOC_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
61093df2-7832-4b5f-a83f-0f5c1cb8a6d0	HRPEpiC	Stam:HRPEpiC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6af15466-a039-4aab-be64-984a1e775dce	RPTEC	Stam:RPTEC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0fb3347c-1c60-44f4-906e-e5178b0ed1a8	Urothelia	Crawford:Urothelia_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1cc752d1-9c54-4db1-be75-8494c70a83d8	HNPCEpiC	Stam:HNPCEpiC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d1110789-fbaa-4484-8aa1-aa8e867c9232	PanIsletD	Crawford:PanIsletD_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6466c4a2-17d5-4375-976c-ea0bdb37696c	BC_Colon_H12817N	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
57a9cb31-fcd4-482a-88fe-d171894fe3a5	CD34+_Mobilized	Stam:CD34+Mobilized_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
65aefc7a-0fa7-4e0a-ac4a-79aca4edd3d7	ES-E14	Stam:ES-E14_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a82c21bb-a42b-4289-84b0-d57524846b71	HAL	Myers:HAL_Myers_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
138df80c-5430-4794-ab89-7f17183fa7a2	BC_Colon_01-11002	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
36c4c588-6d89-4797-b2e3-74d19612b8d3	Astrocy	Crawford:Astrocytes_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
56984f03-da2e-4758-bd78-f0639ace3746	CD14+	Stam:MonoCD14_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
56e0e92b-1aef-444e-8204-61a2bfa7436f	BC_Prostate_Gland_H12817N	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4f05f03c-6250-4ffe-ba4e-9b261472cfbe	Gliobla	Crawford:D54_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5bf5e32b-1ecd-48ed-b92b-cd158686a9f1	BC_Pancreas_H12817N	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ba940156-4865-4848-a5cf-0cf6293f0f06	BG02ES	Myers:BG02ES_and_H9ES_Myers_protocols.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
de42b669-6fdf-4ddb-af33-64385487da97	HMEpC	Gingeras:HMEpC_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
27d07e46-e3f4-46db-951a-c6a1458a0071	BMDM	Ren:BMDM_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
fa428452-f2cf-48af-b255-0c494b816368	HSMM_emb	Crawford:HSMMemb_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2e6064f5-ee6e-4ca2-9ab1-6765dab9672d	HTR8svn	Crawford:HTR8svn_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
bbd5f354-526d-4b8f-972d-7635ee1bfcb6	HAc	Stam:HAc_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9eca8d23-7a7b-4dc5-b448-9fad66cf19dd	HPAEC	Stam:HPAEC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e3dee102-d656-47a2-911b-a892c691ed13	HCH_0011308.2P	Gingeras:HCH0011308.2P_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6fecbf37-0422-4396-8ca6-c70687ddcf2c	Small_intestine_OC	Crawford:SmallintestineOC_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8801ec9b-8f75-4c3c-9f27-dc79f4c8a902	CD20+	Stam:CD20+_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1c4fdf26-ebe5-4018-aff2-f23f09934dcb	LHSR	Crawford:LHSR_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
00e2bd6c-6a17-4e9e-a9f5-7c5500d0af2c	iPS_NIHi7	Crawford:iPS_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5ec564a2-9661-4ab2-aeee-7915ab194de8	HMVEC-LBl	Stam:HMVEC-Lbl_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
091622e5-a473-4e94-8b87-ba5296e9bc8a	BC_Testis_N30	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
445a3bb1-87ff-42a3-b601-cf2590e1ad66	hMSC-UC_0081101.7	Gingeras:hMSCUC0081101.7_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
29cde9f6-2777-42d5-94b5-6a5caada1fbe	Ishikawa	Crawford:Ishikawa_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
afb1f3b3-d775-41a1-ac6d-0bf167948e5d	PBDE	Farnham:PBDE_Farnham_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
bc4bdacd-fab9-4dce-a173-e995be334704	ES-46C	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8329fd40-0542-4230-996c-7659af4b6a70	BC_Lung_01-11002	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2698fab7-bae3-46e0-b221-436bc6e80fbb	HMVEC-dNeo	Stam:HMVEC-dNeo_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
97c005d7-115c-443c-a4a8-65d316b0d522	HSaVEC_0022202.16	Gingeras:HSaVEC0022202.16_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e71b7fe6-1db1-4c3c-b08c-0dabb6473133	HMEpC_6022801.3	Gingeras:HMEpC6022801.3_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d312e09c-74fd-45e8-9a96-df320275b10d	NHDF_0060801.3	Gingeras:NHDF0060801.3_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
969fc7b2-1ebc-424d-9407-fec87607d39e	HBMEC	Stam:HBMEC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
2bfe009a-d4de-43cd-9b8c-6d864a3c9c87	RPMI-7951	Stam:RPMI7951_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8d0d8269-e657-4c50-9f1a-7fb066bf514c	Cerebellum_OC	Crawford:CerebellumOC_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d17572f1-5332-48e9-a086-887905d4c64a	HRGEC	Stam:HRGEC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b0c8b6e9-6add-4234-92ad-d52aae5d2b63	Mesoderm	Stam:Mesoderm_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b16dd632-0830-4534-8b92-898d2664e9fe	Adrenal	Gingeras:Adrenal_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
9c5f7e9a-815a-4256-96f9-77d3ad91aa3f	HT-1080	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
cfdc1354-4f2f-4aec-8582-0d1c6f08cfd4	BC_Spleen_H12817N	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ed1f7018-a22f-43da-9da2-0282c9072445	T_cells_CD4+	Crawford_Stam:AdultCD4naiveTcell_Crawford.v2_PlusStam.v1_SOP.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
162b7d13-8c5f-40e6-8432-853446a35a64	BC_Kidney_H12817N	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
6e87b3dd-07cd-44b9-b68a-607aaeeeaea5	Prostate_OC	Crawford:ProstateOC_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
fc84c21e-697e-4c59-b74a-c57841cf0b94	HPIEpC_9012801.2	Gingeras:HPIEpC9012801.2_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
541ec588-e95c-44b5-992d-8dfa5b7b62a7	AoSMC	Crawford:AoSMC_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7e00cb71-c04b-441e-b882-7f198eeea20e	EPC_(CD117+_CD71+_TER119-)	UW:EPC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4ced51df-a55e-4bf7-a72f-775f2e9166f6	H9ES-CM	Myers:BG02ES_and_H9ES_Myers_protocols.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4d910e17-b861-49d0-a0a4-8bd8c930c1a5	B-cell_(CD43-)	Stam:bCellCd43_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
836a936e-fea2-4bf0-8665-d2fc3ee01201	HWP	Gingeras:HWP0092205_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a1e7b91b-f7f7-42b6-bed1-41450ac214cc	hMNC-PB_0082430.9	Gingeras:hMNCPB0082430.9_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7586c9b4-c8a5-4a8e-b584-6f17ad349c23	OlfactBulb	Ren:OlfactoryBulb_Ren_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
4d4d81d0-a74e-4bf1-a83a-28e44a04a813	BC_Skeletal_Muscle_H12817N	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b63b2b1a-de69-42a2-a464-fd101cb7744e	Naive_B_cell	Crawford:NaiveBcell_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
73b05880-aa07-4354-9d7c-04604435b4bd	ES-WW6	Stam:ES-WW6_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
e59ee4bc-6f2d-43b4-bda6-3f98b5bea484	J185a	missing	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
00c0a209-8fd3-471c-bd4f-864f883fc760	BC_Skin_01-11002	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
305d977b-9ea0-4b10-af85-8970ee81d68a	A20	Stam:A20_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f803941b-ddaa-4685-acad-04ec1b0aa891	BC_Adipose_UHN00001	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
29830d91-4d09-4c77-b046-85801a23eaac	K562b	Farnham:K562_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
c6475006-9598-4f80-8b4e-7b68533fe698	HepG2b	ENCODE:HepG2_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1e53fe9f-fd00-421d-b367-039a4e2ed9ad	SH-SY5Y	Farnham:SH-SY5Y_Farnham_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
88296017-8d0c-4113-a426-9c6aedf2f35d	Huh-7.5	Crawford:Huh-7.5_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
1991d172-6a20-43ef-bd66-3afab02bb668	BC_Liver_01-11002	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
89fba937-7880-42bd-bdc3-a0dbabd6438a	Decidua	Crawford:Chorion_and_decidua_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
d58783e5-4112-4351-bf1a-6c8398e3b0ac	SkMC_9011302	Gingeras:SkMC9011302_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
57d453cd-4bea-46a4-9f50-dc49b3582175	Liver_OC	Crawford:LiverOC_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
cdf84863-f3a5-4849-9dab-c5cfafafd5ce	FrontalLobe	Gingeras:FrontalLobe_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
8142ede4-986e-4e2f-b061-a383001a3d3e	GM20000	Crawford:GM20000_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
da0c2f4b-61b2-4101-9848-dc4365bf9a8e	Dnd41	Bernstein:Dnd41_Bernstein_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7d681694-08cd-478b-b740-38e10de49a42	Stomach_BC	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
314acf9f-c71f-4a0b-9d86-f816f3649c83	NHBE	Crawford:NHBE_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
12b405fa-2a39-498b-b94d-7e8008d5969a	IMR90	Stam:IMR90_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0cc0adce-4a5a-4315-b423-3e9247aee54a	Fibroblast	Stam:Fibroblast_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
87066f36-43e2-41ac-a994-740fc296ad5c	HEK293-T-REx	Farnham:T-REx-HEK293_Farnham_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
f035e79a-56df-499a-8982-07c428ef647d	HHSEC	Stam:HHSEC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
eaab30ab-72a2-4b75-8c8d-b0867aadcb12	Medullo_D341	Crawford:MedulloD341_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
7762b0a0-f64a-4efe-b52e-a261177c4169	BC_Uterus_BN0765	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
3d8501a8-3929-48a8-898e-3f5a3b57f798	PrEC	Stam:PrEC_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
82431ad5-a850-486e-aa7e-abbf930bbe12	MRT_G401	Crawford:MRTG401.6_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
dca86adf-3449-4f4d-96db-839a17aa1226	HPF	Stam:HPF_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
51e1ce71-c989-4538-9204-5732e3266df2	T-47D	Stam_and_Myers:T47D_StamandMyers_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
666bcd10-6398-4b8e-b744-744f5148d237	Th2_Wb33676984	Stam:AdultCD4naiveTcell_Crawford.v2_PlusStam.v1_SOP.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b93c031a-8c10-45f2-89b0-04ee2325fa36	MammaryGland	Gingeras:MammaryGland_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0d1cda63-7c3d-4999-af80-b521d971f38e	Th1_Wb33676984	Stam:AdultCD4naiveTcell_Crawford.v2_PlusStam.v1_SOP.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a614083e-2b56-4ae8-92b8-3abdb87ca55a	HOB_0090202.1	Gingeras:HOB0090202.1_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
078ee3c7-6706-4f8b-a326-ddcdfa18076b	WI-38	Stam:WI38_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
a3d449ce-fa2b-4535-b6ac-b54d075020db	HFDPC_0102703.3	Gingeras:HFDPC0102703.3_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
43934a87-30df-40f8-ad96-40ba56c6a92c	GM12801	Stam:GM12801_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
db57cc53-1a1c-4869-b496-c15dd62b1e02	BJ	Stam:BJ_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
b0d5d716-73ef-4db0-9c1b-383197e84f43	Medullo	Crawford:D721_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
eabff073-e0fb-4df2-ae07-a49fb2a4ef41	Fibrobl_GM03348	Crawford:FibroblGM03348_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
96596bc8-72e9-4afe-87a3-f94054072cb4	pHTE	Crawford:pHTE_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
728a907e-c40b-4bc7-b60e-44e72f05280a	Adult_CD4_Th0	Crawford:AdultCD4Th0_Crawford_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
cb3a0d60-188b-4393-803e-05e6826a27ce	Adult_CD4_Th1	Crawford_Stam:HumanTh1_Th2_Th17_NaiveCD4_SOP_v1b_1.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
70307f91-a710-4b04-a5c5-9bf5b5ec9adf	BC_Penis_H12817N	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
84b32144-ea62-4afd-b1a1-08c03daba854	BC_Esophagus_H12817N	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ef137642-9c12-45b5-ac31-10526c3cb646	ES-CJ7	Stam:ES-CJ7_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
5fe27596-d9bb-4aee-b460-f495768c938d	NIH-3T3	Stam:NIH-3T3_Stam_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
78290ea1-0a29-4e84-b1cb-7c9a0712057c	Colon_BC	Myers:Myers_BioChain_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
10a2f053-07bb-4543-a491-23cd4671c923	PBDEFetal	Farnham:FetalPBDE_Farnham_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
0eba5050-b34c-443c-ba5e-b1983db6ab59	hMNC-CB_8072802.6	Gingeras:hMNCCB8072802.6_Gingeras_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
ede5e4fd-45e1-441a-881e-88b75a429181	G1E-ER4	Hardison:G1E_ER4_E2_Hardison_protocol.pdf	Yes	Wed Feb  6 14:19:23 PST 2013	Jeff Long
